ID	1-1	1-4	1-8	2-4	2-56	2-66	3-26	3-4	3-5	4-2	4-6	4-7	5-5	5-6	5-7	6-2	6-3	6-4	7-1	7-2	7-6	8-3	8-4	8-5
1-4_NODE_105	NA	0.002215028249108908	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014519807164897756	NA	NA	NA	NA	NA	NA	0.0022211666518616733	NA	NA	NA	NA	NA
1-4_NODE_118	NA	0.000429803039232457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006360776300433635	NA	NA	NA	NA	NA
1-4_NODE_150	NA	0.001431346910185205	NA	0.001916134173722384	0.0009582115796329392	0.0011881631004304616	0.004347081672188113	0.003206390193687958	0.0015267459657183349	NA	NA	NA	NA	NA	NA	NA	NA	0.0016642747167392447	0.001818805347655661	NA	NA	NA	NA	NA
1-4_NODE_152	0.005982010479672173	0.0024228048821647308	NA	NA	0.00214311145821533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_165	NA	0.0016870073889108106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_191	NA	0.0013026674242598846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0015967808495822575	0.0004099821843466245	NA	NA	NA	NA
1-4_NODE_195	NA	0.00028947168508119964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005202287080000589	NA	NA	NA	NA	NA
1-4_NODE_28	NA	0.00040781368721098943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005071366047196825	NA	NA	NA	NA	NA
1-4_NODE_33	NA	0.0005123468939910447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007139557531945506	NA	NA	NA	NA	NA
1-4_NODE_34	NA	0.0005844674463096887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_35	NA	0.0004795847914637052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007673733488761103	NA	NA	NA	NA	NA
1-4_NODE_40	NA	0.00046721085361478565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005743879106520077	NA	NA	NA	NA	NA
1-4_NODE_44	0.0006979586899086287	0.0006980037779937831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_55	NA	0.0004989811003294209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006090308023493085	NA	NA	NA	NA	NA
1-4_NODE_57	NA	0.0007351015806129624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_60	NA	0.0006872648617231025	NA	0.0009304284649135351	0.0006014762413200094	0.0005323472297916744	NA	0.0009014662804517347	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006667574920160567	0.000506244492411545	NA	NA	NA	NA	NA
1-4_NODE_68	NA	0.00043891491696668167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_84	NA	0.0005483227876196262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_86	0.00027750477236998533	0.0008181552780365253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-4_NODE_89	NA	0.0004923957716568286	NA	0.0005873324812153412	0.0002744108501246956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005276562454782363	0.0004980903876490307	NA	NA	NA	NA	NA
1-4_NODE_92	NA	0.0008429412504766809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001018231201269093	NA	NA	NA	NA	NA
1-8_NODE_138	NA	NA	0.0012285771077609198	NA	0.0006000787066434701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-8_NODE_176	NA	NA	0.00100798397568036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-8_NODE_231	NA	NA	0.000405228160029969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-8_NODE_310	0.0004167939555195233	NA	0.000722862229147303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_100	NA	NA	NA	0.0004228014659279911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_108	NA	NA	NA	0.0004184130070082892	0.0001656845968081022	NA	NA	0.00035046661987858663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_121	NA	NA	NA	0.0006424985302194707	NA	NA	NA	NA	NA	NA	NA	0.003430515268323941	NA	NA	NA	NA	NA	0.000805135664669665	0.002932423183683364	NA	NA	NA	NA	NA
2-4_NODE_126	NA	NA	NA	0.0013283320819840185	NA	0.00046195699386542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_183	NA	NA	NA	0.0027394944045042733	0.0021177309317402804	0.003705970281227877	0.0040392042249767215	0.004329596692541515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_295	NA	0.004231717553667802	NA	0.007097760040194912	0.005723443911996973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021772048201130767	NA	NA	NA	NA	NA	NA
2-4_NODE_369	NA	NA	NA	0.000408736447073288	0.0035397271129572467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_39	NA	NA	NA	0.0004294570580780643	NA	0.0003706545263005845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_408	NA	NA	NA	0.0003412272135354666	0.00032431441554603424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_422	NA	NA	NA	0.0005684245273125388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003901747215369065	NA	NA	NA	NA	NA	NA
2-4_NODE_56	NA	NA	NA	0.0006614012417154312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_57	NA	NA	NA	0.0005513805097231428	0.00017549586665033257	NA	NA	0.0006253724651297254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_61	NA	NA	NA	0.00442881469364087	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01579231343222387	NA	0.005017722328977348	0.008934240559814509	0.005281744839775282	NA	NA	NA	NA	0.0032600473458872514	NA
2-4_NODE_66	NA	NA	NA	0.0005244262187478199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004001952348811065	0.0005595875934744088	0.0005721287031305032	NA	NA	NA	NA	0.000928156903070243	0.0002304474183077998
2-4_NODE_68	NA	0.0009599849065463627	NA	0.001249751913886432	0.00014091885522649061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007937580711263602	0.0002660016565647627	NA	NA	NA	NA	NA
2-4_NODE_69	NA	NA	NA	0.0008093889439881875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007132381321091064	NA	0.0007599206013313433	NA	NA	NA	NA	NA	NA
2-4_NODE_74	NA	NA	NA	0.000642735279056339	NA	NA	0.0006853194822203923	0.00024221939505730816	0.0007279976125880161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_83	NA	NA	NA	0.0011891123072821366	NA	NA	NA	NA	NA	NA	NA	NA	0.0015023992557446908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_84	NA	NA	NA	0.0004884554034592091	NA	NA	NA	0.0006596548365997992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-4_NODE_89	NA	NA	NA	0.00032608505518172404	4.9992187603153944e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00014885521150664882	NA	NA	NA	NA	NA	NA
